"matricula";"ano_matriculacion";"color";"num_plazas";"km";"marca";"modelo";"categoria";"tipo_combustible"
"YKF8347";"2013";"BLANCO";"5";"23940.00000";"Audi";"A7";"LUJO";"GASOLINA"
"WGR6032";"2007";"BLANCO";"5";"1693.00000";"Audi";"A7";"MEDIANA";"HÍBRIDO"
"TON1035";"2010";"BLANCO";"5";"63065.00000";"Audi";"A7";"FAMILIAR";"GASOLINA"
"MDG8329";"2019";"BLANCO";"5";"68350.00000";"Audi";"Rs3";"MEDIANA";"HÍBRIDO"
"CZO8592";"2007";"BLANCO";"7";"48455.00000";"Audi";"Rs3";"MONOVOLÚMENES";"GN"
"CYL4527";"2001";"BLANCO";"5";"27283.00000";"Audi";"Rs3";"LUJO";"HIDRÓGENO"
"MFN1722";"2002";"BLANCO";"9";"83320.00000";"Audi";"Rs3";"MONOVOLÚMENES";"GLP"
"JWG7734";"2006";"BLANCO";"5";"67664.00000";"Audi";"Q3";"MEDIANA";"HÍBRIDO"
"KLA8749";"2003";"BLANCO";"7";"7895.00000";"Audi";"Q3";"MONOVOLÚMENES";"GASOLINA"
"IZY8246";"2016";"BLANCO";"7";"6454.00000";"Audi";"Q3";"MONOVOLÚMENES";"GASOLINA"
"OWQ6167";"2012";"BLANCO";"5";"45098.00000";"Audi";"Q3";"MINI";"GN"
"IJU9243";"2004";"BLANCO";"5";"86482.00000";"Audi";"A6 Allroad Quattro";"DESCAPOTABLES";"GLP"
"OLO4510";"2016";"BLANCO";"5";"62293.00000";"Audi";"A6 Allroad Quattro";"FAMILIAR";"ELÉCTRICO"
"RJV1885";"2002";"BLANCO";"5";"82809.00000";"Audi";"A6 Allroad Quattro";"SUV";"ELÉCTRICO"
"XBO7615";"2006";"BLANCO";"7";"46670.00000";"Audi";"A6 Allroad Quattro";"MONOVOLÚMENES";"GN"
"IKZ8910";"2012";"BLANCO";"5";"44053.00000";"Audi";"S7";"ECONÓMICA";"GASOLINA"
"HSR2171";"2009";"BLANCO";"5";"84264.00000";"Audi";"Sq5";"SUV";"GASOLINA"
"BKU8677";"2004";"BLANCO";"5";"41811.00000";"Audi";"Sq5";"ECONÓMICA";"HÍBRIDO"
"ESA1096";"2013";"BLANCO";"5";"46941.00000";"Austin";"Mini";"MINI";"GLP"
"WSA9599";"2019";"BLANCO";"5";"23254.00000";"Austin";"Mini";"DESCAPOTABLES";"ELÉCTRICO"
"OLQ7918";"2014";"BLANCO";"7";"48346.00000";"Austin";"Mini";"MONOVOLÚMENES";"GN"
"ZQF2314";"2013";"BLANCO";"5";"22987.00000";"Austin";"Montego";"DESCAPOTABLES";"ELÉCTRICO"
"EMW9966";"2019";"BLANCO";"7";"22161.00000";"Austin";"Montego";"MONOVOLÚMENES";"GLP"
"WZH5643";"2008";"BLANCO";"5";"28157.00000";"Austin";"Montego";"LUJO";"HIDRÓGENO"
"YTX3810";"2004";"BLANCO";"5";"64118.00000";"Austin";"Montego";"FAMILIAR";"GASOLINA"
"FMS1511";"2006";"BLANCO";"5";"69020.00000";"Austin";"Maestro";"MEDIANA";"HÍBRIDO"
"THH5827";"2016";"BLANCO";"5";"62081.00000";"Austin";"Maestro";"FAMILIAR";"HÍBRIDO"
"SIQ1511";"2006";"BLANCO";"5";"68463.00000";"Austin";"Metro";"MEDIANA";"HIDRÓGENO"
"KIK1077";"2014";"BLANCO";"5";"25726.00000";"Austin";"Metro";"LUJO";"GN"
"ZLH1408";"2002";"BLANCO";"9";"83745.00000";"Austin";"Metro";"MONOVOLÚMENES";"GLP"
"ICK8675";"2015";"BLANCO";"5";"4837.00000";"Austin";"Mini Moke";"COMPACTA";"GASOLINA"
"XWT1469";"2011";"BLANCO";"5";"64902.00000";"Auverland";"Diesel";"FAMILIAR";"GASOLINA"
"FSW2617";"2005";"BLANCO";"5";"88979.00000";"Auverland";"Diesel";"DESCAPOTABLES";"HIDRÓGENO"
"ZSO8130";"2005";"BLANCO";"5";"88534.00000";"Auverland";"Diesel";"DESCAPOTABLES";"HIDRÓGENO"
"RJY5866";"2019";"BLANCO";"5";"68512.00000";"Auverland";"Diesel";"MEDIANA";"HIDRÓGENO"
"TDM0696";"2007";"BLANCO";"5";"2993.00000";"Auverland";"Diesel";"MEDIANA";"HÍBRIDO"
"UTI4131";"2014";"BLANCO";"5";"48303.00000";"Auverland";"Diesel";"MONOVOLÚMENES";"HIDRÓGENO"
"ZNO3101";"2002";"BLANCO";"5";"28783.00000";"Auverland";"Diesel";"LUJO";"HÍBRIDO"
"XSY6192";"2007";"BLANCO";"5";"48694.00000";"Auverland";"Diesel";"MONOVOLÚMENES";"HIDRÓGENO"
"UIG3957";"2001";"BLANCO";"9";"25940.00000";"Bentley";"Brooklands";"MONOVOLÚMENES";"HIDRÓGENO"
"HUC1000";"2000";"BLANCO";"5";"2617.00000";"Bentley";"Brooklands";"MEDIANA";"HÍBRIDO"
"XKJ5625";"2019";"BLANCO";"9";"44583.00000";"Bentley";"Brooklands";"MONOVOLÚMENES";"GASOLINA"
"EOH8943";"2004";"BLANCO";"5";"63984.00000";"Bentley";"Brooklands";"FAMILIAR";"ELÉCTRICO"
"UJM3291";"2004";"BLANCO";"5";"64643.00000";"Bentley";"Turbo";"FAMILIAR";"ELÉCTRICO"
"NBU7152";"2006";"BLANCO";"5";"23550.00000";"Bentley";"Continental";"DESCAPOTABLES";"HÍBRIDO"
"DAQ2060";"2005";"BLANCO";"5";"65940.00000";"Bentley";"Continental";"FAMILIAR";"GASOLINA"
"YNV5919";"2003";"BLANCO";"5";"85802.00000";"Bentley";"Arnage";"SUV";"GASOLINA"
"WSY7564";"2000";"BLANCO";"5";"2735.00000";"Bentley";"Arnage";"MEDIANA";"HIDRÓGENO"
"ERX4271";"2005";"BLANCO";"5";"44334.00000";"Bentley";"Arnage";"ECONÓMICA";"ELÉCTRICO"
"YYX7748";"2018";"BLANCO";"5";"42634.00000";"Bentley";"Continental Gt";"ECONÓMICA";"HIDRÓGENO"
"ZYU1106";"2007";"BLANCO";"5";"2733.00000";"Bentley";"Continental Gt";"MEDIANA";"HIDRÓGENO"
"MSD6449";"2003";"BLANCO";"5";"8656.00000";"Bentley";"Continental Gt";"COMPACTA";"GLP"
"BIK1080";"2008";"BLANCO";"5";"82954.00000";"Bentley";"Continental Gt";"MONOVOLÚMENES";"HIDRÓGENO"
"OMS1526";"2003";"BLANCO";"5";"85681.00000";"Bentley";"Continental Gt";"SUV";"GASOLINA"
"VYG4469";"2015";"BLANCO";"5";"6222.00000";"Bentley";"Continental Gt";"COMPACTA";"GASOLINA"
"IYR6827";"2017";"BLANCO";"9";"9124.00000";"Bentley";"Continental Flying Spur";"MONOVOLÚMENES";"GASOLINA"
"RUA7531";"2000";"BLANCO";"5";"47703.00000";"Bentley";"Continental Flying Spur";"MINI";"GN"
"SAB3174";"2013";"BLANCO";"5";"46402.00000";"Bentley";"Continental Flying Spur";"ECONÓMICA";"GASOLINA"
"BLD4545";"2007";"BLANCO";"5";"47358.00000";"Bentley";"Turbo R";"MINI";"GN"
"QLK6839";"2016";"BLANCO";"5";"29367.00000";"Bentley";"Turbo R";"LUJO";"HIDRÓGENO"
"VWY0338";"2002";"BLANCO";"7";"83249.00000";"Bentley";"Turbo R";"MONOVOLÚMENES";"GN"
"NPJ1286";"2012";"BLANCO";"5";"44208.00000";"Bentley";"Turbo R";"ECONÓMICA";"HÍBRIDO"
"TSJ6982";"2015";"BLANCO";"5";"28745.00000";"Bentley";"Mulsanne";"LUJO";"GLP"
"WOC9363";"2012";"BLANCO";"5";"44205.00000";"Bentley";"Mulsanne";"ECONÓMICA";"HÍBRIDO"
"XWN1042";"2016";"BLANCO";"9";"85830.00000";"Bentley";"Mulsanne";"MONOVOLÚMENES";"GLP"
"UYJ1078";"2005";"BLANCO";"5";"43684.00000";"Bentley";"Mulsanne";"ECONÓMICA";"HÍBRIDO"
"CBY5713";"2008";"BLANCO";"5";"5695.00000";"Bentley";"Mulsanne";"COMPACTA";"ELÉCTRICO"
"CVU5105";"2002";"BLANCO";"5";"84334.00000";"Bentley";"Eight";"MONOVOLÚMENES";"HÍBRIDO"
"NHW6364";"2001";"BLANCO";"5";"27324.00000";"Bentley";"Eight";"LUJO";"DIESEL"
"HYY8114";"2013";"BLANCO";"5";"47791.00000";"Bentley";"Eight";"MINI";"GN"
"BCI3563";"2000";"BLANCO";"5";"25466.00000";"Bentley";"Eight";"DESCAPOTABLES";"ELÉCTRICO"
"JIQ1531";"2009";"BLANCO";"5";"7911.00000";"Bentley";"Eight";"COMPACTA";"GN"
"EIB3362";"2003";"BLANCO";"5";"7913.00000";"Bentley";"Eight";"COMPACTA";"GN"
"MRX5726";"2012";"BLANCO";"5";"66871.00000";"Bentley";"Eight";"FAMILIAR";"GASOLINA"
"VUJ4111";"2010";"BLANCO";"5";"63007.00000";"Bentley";"Eight";"LUJO";"HIDRÓGENO"
"YPC7216";"2015";"BLANCO";"5";"83074.00000";"Bentley";"Eight";"MONOVOLÚMENES";"HIDRÓGENO"
"DCE6400";"2001";"BLANCO";"5";"48993.00000";"Bentley";"Continental Gtc";"MINI";"GLP"
"OBR2863";"2020";"BLANCO";"5";"2158.00000";"Bentley";"Continental Gtc";"MEDIANA";"GLP"
"QRN6396";"2003";"BLANCO";"5";"86150.00000";"Bentley";"Continental Gtc";"SUV";"GASOLINA"
"XUG9846";"2016";"BLANCO";"9";"7106.00000";"Bentley";"Continental Gtc";"MONOVOLÚMENES";"ELÉCTRICO"
"EMX1034";"2005";"BLANCO";"5";"67703.00000";"Bentley";"Continental Supersports";"FAMILIAR";"DIESEL"
"LWC8701";"2009";"BLANCO";"5";"62272.00000";"Bentley";"Continental Supersports";"LUJO";"GLP"
"UPN9851";"2017";"BLANCO";"5";"64580.00000";"Bentley";"Continental Supersports";"FAMILIAR";"HÍBRIDO"
"CFU2984";"2013";"BLANCO";"5";"25219.00000";"Bentley";"Continental Supersports";"DESCAPOTABLES";"ELÉCTRICO"
"DXC8728";"2005";"BLANCO";"7";"45174.00000";"Bertone";"Freeclimber Diesel";"MONOVOLÚMENES";"GASOLINA"
"YYV3845";"2002";"BLANCO";"5";"28826.00000";"Bertone";"Freeclimber Diesel";"LUJO";"GLP"
"TTP6361";"2004";"BLANCO";"5";"64783.00000";"Bmw";"Serie 3";"LUJO";"HÍBRIDO"
"RKX3950";"2008";"BLANCO";"5";"5723.00000";"Bmw";"Serie 3";"MEDIANA";"ELÉCTRICO"
"NEK4868";"2002";"BLANCO";"5";"5554.00000";"Bmw";"Serie 3";"MEDIANA";"ELÉCTRICO"
"GBQ1010";"2004";"BLANCO";"5";"42727.00000";"Bmw";"Serie 5";"COMPACTA";"GLP"
"CLV8712";"2019";"BLANCO";"5";"69218.00000";"Bmw";"Serie 5";"MEDIANA";"GLP"
"YJA9623";"2016";"BLANCO";"5";"7367.00000";"Bmw";"Serie 5";"COMPACTA";"GASOLINA"
"QOW6553";"2015";"BLANCO";"5";"83941.00000";"Bmw";"Compact";"MONOVOLÚMENES";"HIDRÓGENO"
"SJS5436";"2019";"BLANCO";"5";"23608.00000";"Bmw";"Serie 7";"DESCAPOTABLES";"HIDRÓGENO"
"TOM9846";"2020";"BLANCO";"5";"24881.00000";"Bmw";"Serie 7";"DESCAPOTABLES";"HÍBRIDO"
"ZQH6101";"2011";"BLANCO";"5";"42562.00000";"Bmw";"Serie 7";"COMPACTA";"GLP"
"VWU3167";"2017";"BLANCO";"5";"64132.00000";"Bmw";"Serie 7";"LUJO";"HIDRÓGENO"
"PAG3599";"2015";"BLANCO";"5";"5580.00000";"Bmw";"Serie 8";"MEDIANA";"HÍBRIDO"
"WTC2846";"2015";"BLANCO";"7";"83585.00000";"Bmw";"Z3";"MONOVOLÚMENES";"DIESEL"
"FVM0720";"2008";"BLANCO";"5";"28797.00000";"Bmw";"Z3";"LUJO";"DIESEL"
"GIV2621";"2001";"BLANCO";"5";"82363.00000";"Bmw";"Z3";"MINI";"GN"
"IVF6427";"2016";"BLANCO";"7";"62381.00000";"Bmw";"Z3";"MONOVOLÚMENES";"HIDRÓGENO"
"JUU5310";"2011";"BLANCO";"5";"88800.00000";"Bmw";"Z4";"SUV";"DIESEL"
"CZP1721";"2004";"BLANCO";"7";"88043.00000";"Bmw";"Z8";"MONOVOLÚMENES";"GLP"
"YAF1048";"2017";"BLANCO";"5";"87718.00000";"Bmw";"Z8";"SUV";"GASOLINA"
"MOH7806";"2015";"BLANCO";"5";"5814.00000";"Bmw";"Z8";"MEDIANA";"HÍBRIDO"
"TQZ0134";"2001";"BLANCO";"5";"4499.00000";"Bmw";"X5";"MEDIANA";"HIDRÓGENO"
"EXZ2921";"2002";"BLANCO";"5";"6407.00000";"Bmw";"X5";"MEDIANA";"HÍBRIDO"
"EDA8057";"2017";"BLANCO";"7";"9570.00000";"Bmw";"X5";"MONOVOLÚMENES";"ELÉCTRICO"
"ZTU7101";"2002";"BLANCO";"5";"5992.00000";"Bmw";"X5";"MEDIANA";"HÍBRIDO"
"BBA9768";"2006";"BLANCO";"5";"69562.00000";"Bmw";"X5";"FAMILIAR";"GN"
"MCB1075";"2019";"BLANCO";"5";"23782.00000";"Bmw";"X5";"SUV";"GLP"
"JTS3225";"2018";"BLANCO";"5";"44680.00000";"Bmw";"Serie 6";"COMPACTA";"HIDRÓGENO"
"YTZ6185";"2007";"BLANCO";"5";"25110.00000";"Bmw";"Serie 6";"DESCAPOTABLES";"HIDRÓGENO"
"MDJ3428";"2006";"BLANCO";"5";"68986.00000";"Bmw";"Serie 6";"FAMILIAR";"DIESEL"
"PYW6410";"2007";"BLANCO";"5";"47945.00000";"Bmw";"Serie 6";"ECONÓMICA";"GASOLINA"
"ZYU1281";"2006";"BLANCO";"5";"45734.00000";"Bmw";"X3";"ECONÓMICA";"HIDRÓGENO"
"CJO6583";"2004";"NEGRO";"5";"8973.00000";"Abarth";"500";"DESCAPOTABLES";"HIDRÓGENO"
"NVN1112";"2015";"NEGRO";"5";"72462.00000";"Abarth";"500";"SUV";"GASOLINA"
"BZR4107";"2017";"NEGRO";"5";"30275.00000";"Abarth";"500";"ECONÓMICA";"HÍBRIDO"
"NKK9259";"2015";"NEGRO";"5";"95179.00000";"Abarth";"Grande Punto";"ECONÓMICA";"GLP"
"OQO8310";"2015";"NEGRO";"7";"93378.00000";"Abarth";"Grande Punto";"MONOVOLÚMENES";"GASOLINA"
"QMN1105";"2003";"NEGRO";"7";"74784.00000";"Abarth";"Punto Evo";"MONOVOLÚMENES";"GLP"
"XAL2710";"2019";"NEGRO";"5";"2443.00000";"Abarth";"Punto Evo";"MONOVOLÚMENES";"HIDRÓGENO"
"FWS1077";"2007";"NEGRO";"5";"91640.00000";"Abarth";"Punto Evo";"COMPACTA";"ELÉCTRICO"
"ZZB2049";"2008";"NEGRO";"5";"70163.00000";"Abarth";"500c";"SUV";"HÍBRIDO"
"XZD8797";"2009";"NEGRO";"7";"18676.00000";"Abarth";"500c";"MONOVOLÚMENES";"HÍBRIDO"
"KOP3938";"2003";"NEGRO";"5";"19392.00000";"Abarth";"695";"FAMILIAR";"GASOLINA"
"WZG4146";"2000";"NEGRO";"7";"91986.00000";"Abarth";"695";"MONOVOLÚMENES";"ELÉCTRICO"
"HCO6363";"2012";"NEGRO";"5";"88692.00000";"Abarth";"695";"MEDIANA";"GLP"
"BQX6358";"2010";"NEGRO";"5";"30592.00000";"Abarth";"695";"ECONÓMICA";"HÍBRIDO"
"IIS6793";"2016";"NEGRO";"5";"51787.00000";"Abarth";"695";"FAMILIAR";"ELÉCTRICO"
"IXO1695";"2015";"NEGRO";"5";"39509.00000";"Abarth";"695";"SUV";"GASOLINA"
"VAP0217";"2005";"NEGRO";"5";"33588.00000";"Abarth";"Punto";"MINI";"DIESEL"
"ONA5321";"2018";"NEGRO";"5";"9617.00000";"Abarth";"Punto";"DESCAPOTABLES";"HIDRÓGENO"
"RYR5466";"2009";"NEGRO";"5";"17917.00000";"Alfa Romeo";"155";"FAMILIAR";"HÍBRIDO"
"LJM3147";"2009";"NEGRO";"5";"27867.00000";"Alfa Romeo";"155";"COMPACTA";"GN"
"HQL2675";"2007";"NEGRO";"7";"13701.00000";"Alfa Romeo";"155";"MONOVOLÚMENES";"HIDRÓGENO"
"CXF3146";"2000";"NEGRO";"5";"68390.00000";"Alfa Romeo";"155";"MONOVOLÚMENES";"GLP"
"PSU8845";"2011";"NEGRO";"5";"55463.00000";"Alfa Romeo";"155";"MEDIANA";"GLP"
"PVK6599";"2000";"NEGRO";"7";"37417.00000";"Alfa Romeo";"155";"MONOVOLÚMENES";"GLP"
"FPI8232";"2019";"NEGRO";"5";"88748.00000";"Alfa Romeo";"156";"MEDIANA";"GLP"
"KZR4010";"2014";"NEGRO";"5";"37361.00000";"Alfa Romeo";"156";"SUV";"HÍBRIDO"
"CTL9433";"2013";"NEGRO";"5";"82211.00000";"Alfa Romeo";"156";"LUJO";"GLP"
"RRL2775";"2011";"NEGRO";"5";"55488.00000";"Alfa Romeo";"156";"MEDIANA";"GLP"
"ZHK2103";"2012";"NEGRO";"5";"87835.00000";"Alfa Romeo";"156";"MEDIANA";"GN"
"LPO1732";"2007";"NEGRO";"5";"70027.00000";"Alfa Romeo";"156";"SUV";"HIDRÓGENO"
"EKM2454";"2005";"NEGRO";"5";"56725.00000";"Alfa Romeo";"156";"MEDIANA";"HIDRÓGENO"
"TDM0570";"2017";"NEGRO";"5";"99520.00000";"Alfa Romeo";"156";"MINI";"GASOLINA"
"TFV5194";"2001";"NEGRO";"5";"94045.00000";"Alfa Romeo";"159";"COMPACTA";"GASOLINA"
"LLW1040";"2007";"NEGRO";"5";"69476.00000";"Alfa Romeo";"159";"MONOVOLÚMENES";"GLP"
"FWP4121";"2004";"NEGRO";"5";"9259.00000";"Alfa Romeo";"159";"DESCAPOTABLES";"GLP"
"RUV9984";"2014";"NEGRO";"5";"69318.00000";"Alfa Romeo";"159";"MONOVOLÚMENES";"GLP"
"UAR4096";"2019";"NEGRO";"9";"89587.00000";"Alfa Romeo";"159";"MONOVOLÚMENES";"ELÉCTRICO"
"BZS7343";"2001";"NEGRO";"5";"60424.00000";"Alfa Romeo";"159";"COMPACTA";"GASOLINA"
"CEN0696";"2009";"NEGRO";"5";"40784.00000";"Alfa Romeo";"164";"SUV";"GASOLINA"
"HOZ2225";"2014";"NEGRO";"5";"70108.00000";"Alfa Romeo";"164";"MONOVOLÚMENES";"HIDRÓGENO"
"FUI2053";"2001";"NEGRO";"5";"60862.00000";"Alfa Romeo";"164";"COMPACTA";"DIESEL"
"LJL2638";"2003";"NEGRO";"7";"96957.00000";"Alfa Romeo";"164";"MONOVOLÚMENES";"GASOLINA"
"OWU2971";"2012";"NEGRO";"9";"88443.00000";"Alfa Romeo";"164";"MONOVOLÚMENES";"ELÉCTRICO"
"EGR6984";"2010";"NEGRO";"5";"74549.00000";"Alfa Romeo";"145";"SUV";"DIESEL"
"YUC1001";"2006";"NEGRO";"5";"88850.00000";"Alfa Romeo";"145";"MEDIANA";"GLP"
"XPJ1080";"2014";"NEGRO";"5";"92158.00000";"Alfa Romeo";"145";"COMPACTA";"HÍBRIDO"
"HFD1081";"2008";"NEGRO";"5";"71802.00000";"Alfa Romeo";"145";"SUV";"HÍBRIDO"
"WPK2997";"2018";"NEGRO";"5";"77259.00000";"Alfa Romeo";"145";"DESCAPOTABLES";"HIDRÓGENO"
"LGA3570";"2017";"NEGRO";"5";"99383.00000";"Alfa Romeo";"145";"ECONÓMICA";"ELÉCTRICO"
"OPH7696";"2004";"NEGRO";"5";"22602.00000";"Alfa Romeo";"145";"MEDIANA";"GLP"
"NKM1131";"2015";"NEGRO";"5";"16442.00000";"Alfa Romeo";"145";"FAMILIAR";"GLP"
"KJO7811";"2002";"NEGRO";"5";"72425.00000";"Alfa Romeo";"145";"SUV";"ELÉCTRICO"
"WRQ2226";"2003";"NEGRO";"5";"29958.00000";"Alfa Romeo";"145";"ECONÓMICA";"HIDRÓGENO"
"VJL0818";"2018";"NEGRO";"7";"87700.00000";"Alfa Romeo";"145";"MONOVOLÚMENES";"HÍBRIDO"
"VQR5585";"2008";"NEGRO";"5";"39003.00000";"Alfa Romeo";"147";"SUV";"ELÉCTRICO"
"MOI1094";"2004";"NEGRO";"5";"77166.00000";"Alfa Romeo";"147";"DESCAPOTABLES";"HIDRÓGENO"
"RNN1899";"2000";"NEGRO";"5";"37243.00000";"Alfa Romeo";"147";"MONOVOLÚMENES";"HIDRÓGENO"
"EBW0610";"2010";"NEGRO";"9";"29134.00000";"Alfa Romeo";"147";"MONOVOLÚMENES";"GASOLINA"
"GFH8081";"2018";"NEGRO";"5";"55128.00000";"Alfa Romeo";"147";"MEDIANA";"GN"
"WAL3101";"2014";"NEGRO";"5";"60367.00000";"Alfa Romeo";"147";"COMPACTA";"GASOLINA"
"XEE4511";"2013";"NEGRO";"5";"81549.00000";"Alfa Romeo";"147";"LUJO";"DIESEL"
"EYB5571";"2006";"NEGRO";"5";"11623.00000";"Alfa Romeo";"147";"DESCAPOTABLES";"HÍBRIDO"
"QGH7566";"2000";"NEGRO";"5";"60041.00000";"Alfa Romeo";"146";"COMPACTA";"ELÉCTRICO"
"VGT0945";"2003";"NEGRO";"5";"51149.00000";"Alfa Romeo";"146";"FAMILIAR";"HIDRÓGENO"
"HCO6243";"2004";"NEGRO";"5";"8108.00000";"Alfa Romeo";"Gtv";"SUV";"GASOLINA"
"GTY6998";"2002";"NEGRO";"5";"49184.00000";"Alfa Romeo";"Gtv";"LUJO";"GN"
"SET2859";"2004";"NEGRO";"5";"54103.00000";"Alfa Romeo";"Gtv";"FAMILIAR";"GASOLINA"
"DGV4546";"2012";"NEGRO";"7";"10285.00000";"Alfa Romeo";"Gtv";"MONOVOLÚMENES";"GLP"
"UCC1461";"2000";"NEGRO";"5";"69456.00000";"Alfa Romeo";"Gtv";"MONOVOLÚMENES";"GLP"
"FBU6958";"2011";"NEGRO";"7";"76783.00000";"Alfa Romeo";"Spider";"MONOVOLÚMENES";"GLP"
"AWG6388";"2019";"NEGRO";"7";"11729.00000";"Alfa Romeo";"Spider";"MONOVOLÚMENES";"HIDRÓGENO"
"AAX5917";"2005";"NEGRO";"5";"88071.00000";"Alfa Romeo";"Spider";"MEDIANA";"GASOLINA"
"GKH2110";"2020";"NEGRO";"7";"90718.00000";"Alfa Romeo";"Spider";"MONOVOLÚMENES";"ELÉCTRICO"
"LNJ2102";"2007";"NEGRO";"7";"92542.00000";"Alfa Romeo";"Spider";"MONOVOLÚMENES";"ELÉCTRICO"
"ROT1282";"2015";"NEGRO";"5";"49554.00000";"Alfa Romeo";"Spider";"LUJO";"GLP"
"LEN1937";"2009";"NEGRO";"5";"42241.00000";"Alfa Romeo";"Spider";"DESCAPOTABLES";"GN"
"ESY6237";"2013";"NEGRO";"9";"90534.00000";"Alfa Romeo";"166";"MONOVOLÚMENES";"ELÉCTRICO"
"OJE7284";"2014";"NEGRO";"5";"38886.00000";"Alfa Romeo";"166";"SUV";"HÍBRIDO"
"UJN5189";"2004";"NEGRO";"5";"54704.00000";"Alfa Romeo";"166";"MEDIANA";"GASOLINA"
"EHU2522";"2012";"NEGRO";"9";"2574.00000";"Alfa Romeo";"166";"MONOVOLÚMENES";"GN"
"CYI9435";"2011";"NEGRO";"5";"54990.00000";"Alfa Romeo";"166";"MEDIANA";"DIESEL"
"YAJ8998";"2006";"NEGRO";"5";"89931.00000";"Alfa Romeo";"166";"MEDIANA";"GLP"
"JEV6381";"2013";"NEGRO";"5";"35859.00000";"Alfa Romeo";"166";"MONOVOLÚMENES";"GN"
"ANN1042";"2018";"NEGRO";"5";"192.00000";"Alfa Romeo";"Gt";"ECONÓMICA";"ELÉCTRICO"
"DIE1042";"2007";"NEGRO";"5";"13687.00000";"Alfa Romeo";"Gt";"LUJO";"ELÉCTRICO"
"YLJ5636";"2020";"NEGRO";"7";"59202.00000";"Alfa Romeo";"Gt";"MONOVOLÚMENES";"ELÉCTRICO"
"DMX0676";"2005";"NEGRO";"5";"55607.00000";"Alfa Romeo";"Gt";"MEDIANA";"DIESEL"
"CSF9049";"2008";"NEGRO";"5";"17363.00000";"Alfa Romeo";"Gt";"FAMILIAR";"HIDRÓGENO"
"RQC6505";"2012";"NEGRO";"5";"78825.00000";"Alfa Romeo";"Gt";"DESCAPOTABLES";"HÍBRIDO"
"FIX5040";"2018";"NEGRO";"5";"99895.00000";"Alfa Romeo";"Crosswagon";"ECONÓMICA";"ELÉCTRICO"
"HFF4216";"2000";"NEGRO";"5";"69274.00000";"Alfa Romeo";"Crosswagon";"MINI";"DIESEL"
"ZFC9363";"2012";"NEGRO";"5";"88835.00000";"Alfa Romeo";"Crosswagon";"MEDIANA";"DIESEL"
"MNC1108";"2004";"NEGRO";"5";"76704.00000";"Alfa Romeo";"Crosswagon";"DESCAPOTABLES";"GLP"
"KZQ2191";"2014";"NEGRO";"5";"37805.00000";"Alfa Romeo";"Crosswagon";"MONOVOLÚMENES";"HIDRÓGENO"
"AXN8334";"2001";"NEGRO";"5";"70824.00000";"Alfa Romeo";"Crosswagon";"MONOVOLÚMENES";"GLP"
"MBU8879";"2012";"NEGRO";"5";"57751.00000";"Alfa Romeo";"Brera";"MEDIANA";"GLP"
"JPY8328";"2015";"NEGRO";"5";"71937.00000";"Alfa Romeo";"Brera";"SUV";"HIDRÓGENO"
"STN4473";"2013";"NEGRO";"5";"36617.00000";"Alfa Romeo";"Brera";"MONOVOLÚMENES";"GLP"
"MFT1131";"2015";"NEGRO";"5";"62795.00000";"Alfa Romeo";"90";"COMPACTA";"DIESEL"
"QKD4866";"2004";"NEGRO";"7";"77389.00000";"Alfa Romeo";"90";"MONOVOLÚMENES";"GLP"
"FBU7002";"2015";"NEGRO";"5";"18144.00000";"Alfa Romeo";"90";"FAMILIAR";"HIDRÓGENO"
"PQL3341";"2010";"NEGRO";"5";"30728.00000";"Alfa Romeo";"90";"ECONÓMICA";"GLP"
"OVN1944";"2009";"NEGRO";"5";"73724.00000";"Alfa Romeo";"90";"SUV";"ELÉCTRICO"
"WGT1074";"2013";"NEGRO";"7";"58391.00000";"Alfa Romeo";"90";"MONOVOLÚMENES";"ELÉCTRICO"
"MVP5910";"2020";"NEGRO";"5";"81712.00000";"Alfa Romeo";"90";"LUJO";"GASOLINA"
"NUI2238";"2003";"NEGRO";"5";"19829.00000";"Alfa Romeo";"75";"FAMILIAR";"HÍBRIDO"
"FRS6951";"2018";"NEGRO";"5";"9846.00000";"Alfa Romeo";"75";"DESCAPOTABLES";"GN"
"XIW4545";"2007";"NEGRO";"7";"92461.00000";"Alfa Romeo";"75";"MONOVOLÚMENES";"ELÉCTRICO"
"GZE8832";"2018";"NEGRO";"5";"88128.00000";"Alfa Romeo";"75";"FAMILIAR";"GASOLINA"
"BLA7544";"2013";"NEGRO";"5";"13623.00000";"Alfa Romeo";"75";"DESCAPOTABLES";"ELÉCTRICO"
"VTI3585";"2018";"NEGRO";"5";"10843.00000";"Alfa Romeo";"75";"DESCAPOTABLES";"GLP"
"YYY8448";"2019";"NEGRO";"5";"57729.00000";"Alfa Romeo";"75";"MEDIANA";"GLP"
"IAF0543";"2013";"NEGRO";"5";"90369.00000";"Alfa Romeo";"75";"MEDIANA";"GLP"
"HPB6761";"2010";"NEGRO";"5";"21410.00000";"Alfa Romeo";"75";"FAMILIAR";"GASOLINA"
"PUB9415";"2007";"NEGRO";"5";"69821.00000";"Alfa Romeo";"33";"MINI";"DIESEL"
"NCY5661";"2014";"NEGRO";"5";"15782.00000";"Alfa Romeo";"33";"LUJO";"GASOLINA"
"KBZ8810";"2013";"NEGRO";"5";"82059.00000";"Alfa Romeo";"33";"LUJO";"GASOLINA"
